date,signal,value,unit,context,source,capture_id,category
2026-03-23,weed,1,,clean,chat,,personal_growth
2026-03-23,lol,1,,clean,chat,,personal_growth
2026-03-23,poker,1,,clean,chat,,personal_growth
2026-03-23,clarity,1,,clean,chat,,personal_growth
2026-03-23,gym,1,,,chat,,health
2026-03-23,deep_work,1,,,chat,,career
2026-03-23,ate_clean,1,,,chat,,health
2026-03-23,vision_reviewed,1,,evening,app,,personal_growth
2026-03-23,evening_review,1,,,app,,personal_growth
2026-03-23,meditate,1,,,app,,personal_growth
2026-03-23,wim_hof_am,1,,,app,,personal_growth
2026-03-23,wim_hof_pm,1,,,app,,personal_growth
2026-03-23,social_contact,0,,dog park briefly,chat,,relationships
2026-03-23,weekly_goal,health,,green habits — gym sleep eat clean meditate consistently,chat,,health
2026-03-23,weekly_goal,career,,progress on personal tracker project,chat,,career
2026-03-23,weekly_goal,personal_growth,,no poker and no weed — protect sobriety,chat,,personal_growth
2026-03-23,weekly_intention,personal_growth,,make the hard decision,chat,,personal_growth
2026-03-23,checkin_weekly,1,,,chat,,personal_growth
2026-03-24,morning_review,1,,morning,app,,personal_growth
2026-03-25,sleep,0,,chat,,health
2026-03-25,intention,health,bounce back clean,chat,,health
2026-03-24,weed,1,,chat,,personal_growth
2026-03-24,lol,0,,chat,,personal_growth
2026-03-24,poker,1,,chat,,personal_growth
2026-03-24,clarity,1,,chat,,personal_growth
2026-03-24,gym,0,,chat,,health
2026-03-24,deep_work,1,,chat,,career
2026-03-24,meditate,1,,chat,,personal_growth
2026-03-24,ate_clean,1,,chat,,health
2026-03-24,sleep,1,,chat,,health
2026-03-24,wim_hof_am,1,,chat,,health
2026-03-24,wim_hof_pm,1,,chat,,health
2026-03-25,gym,1,,,,,
2026-03-26,sleep,1,,,,,
2026-03-26,intention,personal_growth,,experiencing life is the most interesting game of all,,,personal_growth
2026-03-25,weed,1,,,,,personal_growth
2026-03-25,poker,1,,,,,personal_growth
2026-03-25,clarity,1,,,,,personal_growth
2026-03-25,lol,0,,,,,personal_growth
2026-03-25,deep_work,0,,,,,career
2026-03-25,meditate,1,,,,,health
2026-03-25,ate_clean,1,,,,,health
2026-03-25,wim_hof_am,1,,,,,health
2026-03-25,wim_hof_pm,1,,,,,health
2026-03-25,morning_review,1,,,,,personal_growth
2026-03-25,midday_review,0,,,,,personal_growth
2026-03-25,evening_review,0,,,,,personal_growth
2026-03-26,weed,1,,,,,personal_growth
2026-03-26,poker,1,,,,,personal_growth
2026-03-26,lol,0,,,,,personal_growth
2026-03-26,clarity,0,,,,,personal_growth
2026-03-26,meditate,1,,,,,personal_growth
2026-03-26,deep_work,1,,,,,career
2026-03-26,wim_hof_am,1,,,,,health
2026-03-26,wim_hof_pm,1,,,,,health
2026-03-26,morning_review,1,,,,,personal_growth
2026-03-26,midday_review,1,,,,,personal_growth
2026-03-26,evening_review,0,,,,,personal_growth
2026-03-26,gym,0,,,,,health
2026-03-26,ate_clean,0,,,,,health
2026-03-27,sleep,0,,,,,health
2026-03-27,wim_hof_am,1,,,,,health
2026-03-27,morning_review,1,,,,,personal_growth
2026-03-27,weed,1,,chat,,,personal_growth
2026-03-27,lol,0,,chat,,,personal_growth
2026-03-27,poker,1,,chat,,,personal_growth
2026-03-27,clarity,1,,chat,,,personal_growth
2026-03-27,deep_work,1,,chat,,,career
2026-03-27,gym,0,,chat,,,health
2026-03-27,meditate,0,,chat,,,personal_growth
2026-03-27,ate_clean,0,,chat,,,health
2026-03-27,midday_review,0,,chat,,,personal_growth
2026-03-27,evening_review,0,,chat,,,personal_growth
2026-03-27,wim_hof_pm,0,,chat,,,health
2026-03-28,weed,1,,,,,personal_growth
2026-03-28,lol,0,,,,,"personal_growth"
2026-03-28,poker,1,,,,,personal_growth
2026-03-28,clarity,1,,,,,personal_growth
2026-03-28,sleep,0,,,,,health
2026-03-28,gym,1,,,,,health
2026-03-28,deep_work,1,,,,,career
2026-03-28,meditate,1,,,,,personal_growth
2026-03-28,ate_clean,0,,,,,health
2026-03-28,morning_review,1,,,,,personal_growth
2026-03-28,midday_review,0,,,,,personal_growth
2026-03-28,evening_review,0,,,,,personal_growth
2026-03-28,wim_hof_am,1,,,,,health
2026-03-28,wim_hof_pm,1,,,,,health
2026-03-29,sleep,1,,,,,health
